Unnamed: 0,Id_Reviews,Nombre_Franquicia,Latitud,Longitud,Categoria,Promedio_Rating,Cantidad_Reviews,Id_Estado,Nombre_Estado,Fecha,Id_Franquicia,Min_Inversion,Max_Inversion,Año_Fundado,Unidades,Total_Poblacion,Categoria_Densidad
318,319,Subway,32.3976124,-87.0647338,Fast food restaurant,4.2,46,1,Alabama,2018-09-30,1,190000.0,522000.0,1967,20576,5039877,Mediana
322,323,Subway,33.5764267,-86.4779442,Fast food restaurant,4.0,68,1,Alabama,2019-11-24,1,190000.0,522000.0,1967,20576,5039877,Mediana
327,328,Subway,34.336822999999995,-86.3131713,Fast food restaurant,3.8,88,1,Alabama,2020-11-24,1,190000.0,522000.0,1967,20576,5039877,Mediana
357,358,Subway,32.1822269,-86.5810527,Fast food restaurant,3.5,67,1,Alabama,2020-08-20,1,190000.0,522000.0,1967,20576,5039877,Mediana
376,377,Subway,33.4262786,-86.77346999999999,Fast food restaurant,4.1,28,1,Alabama,2019-05-13,1,190000.0,522000.0,1967,20576,5039877,Mediana
394,395,Subway,33.3497268,-86.8664782,Fast food restaurant,3.9,45,1,Alabama,2021-07-31,1,190000.0,522000.0,1967,20576,5039877,Mediana
403,404,Subway,33.214929999999995,-87.5456006,Fast food restaurant,2.9,28,1,Alabama,2018-09-17,1,190000.0,522000.0,1967,20576,5039877,Mediana
422,423,Subway,30.6778131,-88.08434439999999,Fast food restaurant,3.8,64,1,Alabama,2020-05-02,1,190000.0,522000.0,1967,20576,5039877,Mediana
431,432,Subway,31.0512471,-85.303006,Fast food restaurant,3.5,36,1,Alabama,2021-04-23,1,190000.0,522000.0,1967,20576,5039877,Mediana
473,474,Subway,34.4953353,-87.728872,Fast food restaurant,3.9,17,1,Alabama,2018-12-20,1,190000.0,522000.0,1967,20576,5039877,Mediana
475,476,Subway,34.7465347,-86.6761409,Fast food restaurant,3.8,44,1,Alabama,2019-03-21,1,190000.0,522000.0,1967,20576,5039877,Mediana
482,483,Subway,30.6607215,-88.20799079999999,Fast food restaurant,3.6,64,1,Alabama,2020-03-14,1,190000.0,522000.0,1967,20576,5039877,Mediana
512,513,Subway,33.4158356,-86.8066504,Fast food restaurant,4.0,98,1,Alabama,2018-11-08,1,190000.0,522000.0,1967,20576,5039877,Mediana
527,528,Subway,33.321667,-87.04723249999999,Fast food restaurant,3.3,26,1,Alabama,2020-07-01,1,190000.0,522000.0,1967,20576,5039877,Mediana
537,538,Subway,32.6350882,-86.3183906,Fast food restaurant,4.1,47,1,Alabama,2019-07-25,1,190000.0,522000.0,1967,20576,5039877,Mediana
539,540,Subway,31.0033823,-86.32674999999999,Fast food restaurant,3.1,28,1,Alabama,2017-05-30,1,190000.0,522000.0,1967,20576,5039877,Mediana
540,541,Subway,33.2620321,-87.51467249999999,Fast food restaurant,4.0,18,1,Alabama,2018-06-27,1,190000.0,522000.0,1967,20576,5039877,Mediana
542,543,Subway,33.6756653,-86.40588559999999,Fast food restaurant,4.4,37,1,Alabama,2020-09-29,1,190000.0,522000.0,1967,20576,5039877,Mediana
549,550,Subway,33.1742935,-86.7749721,Fast food restaurant,3.4,18,1,Alabama,2019-09-30,1,190000.0,522000.0,1967,20576,5039877,Mediana
589,590,Subway,30.6754334,-88.136772,Fast food restaurant,4.2,42,1,Alabama,2017-06-22,1,190000.0,522000.0,1967,20576,5039877,Mediana
594,595,Subway,33.447017599999995,-86.8208689,Fast food restaurant,3.9,38,1,Alabama,2019-02-28,1,190000.0,522000.0,1967,20576,5039877,Mediana
608,609,Subway,33.7454119,-87.04181009999999,Fast food restaurant,4.0,47,1,Alabama,2021-07-18,1,190000.0,522000.0,1967,20576,5039877,Mediana
613,614,Subway,33.5876689,-86.1246328,Fast food restaurant,4.0,44,1,Alabama,2020-06-23,1,190000.0,522000.0,1967,20576,5039877,Mediana
619,620,Subway,33.4284348,-86.7062685,Fast food restaurant,4.2,126,1,Alabama,2020-03-21,1,190000.0,522000.0,1967,20576,5039877,Mediana
650,651,Subway,32.3795937,-86.29961209999999,Fast food restaurant,3.9,76,1,Alabama,2021-08-03,1,190000.0,522000.0,1967,20576,5039877,Mediana
651,652,Subway,33.521034,-86.727494,Fast food restaurant,2.9,28,1,Alabama,2020-11-14,1,190000.0,522000.0,1967,20576,5039877,Mediana
653,654,Subway,33.5289302,-86.72023,Fast food restaurant,3.0,38,1,Alabama,2020-02-29,1,190000.0,522000.0,1967,20576,5039877,Mediana
683,684,Subway,34.6593241,-86.4812968,Fast food restaurant,3.7,18,1,Alabama,2018-12-17,1,190000.0,522000.0,1967,20576,5039877,Mediana
700,701,Subway,33.419581,-86.9840412,Fast food restaurant,3.9,117,1,Alabama,2018-12-24,1,190000.0,522000.0,1967,20576,5039877,Mediana
710,711,Subway,33.8168789,-85.7614593,Fast food restaurant,4.0,147,1,Alabama,2017-05-10,1,190000.0,522000.0,1967,20576,5039877,Mediana
715,716,Subway,34.7651326,-86.5923792,Fast food restaurant,3.8,43,1,Alabama,2019-01-17,1,190000.0,522000.0,1967,20576,5039877,Mediana
723,724,Subway,33.7205182,-85.8198967,Fast food restaurant,3.2,28,1,Alabama,2021-05-10,1,190000.0,522000.0,1967,20576,5039877,Mediana
745,746,Subway,33.4596535,-86.7325566,Fast food restaurant,4.0,34,1,Alabama,2018-07-06,1,190000.0,522000.0,1967,20576,5039877,Mediana
749,750,Subway,30.2665564,-87.69006999999999,Fast food restaurant,3.0,68,1,Alabama,2018-07-13,1,190000.0,522000.0,1967,20576,5039877,Mediana
750,751,Subway,33.9178705,-86.02179799999999,Fast food restaurant,4.1,58,1,Alabama,2020-09-01,1,190000.0,522000.0,1967,20576,5039877,Mediana
763,764,Subway,32.886132499999995,-86.62457909999999,Fast food restaurant,3.9,96,1,Alabama,2019-12-08,1,190000.0,522000.0,1967,20576,5039877,Mediana
765,766,Subway,34.3629938,-86.0041747,Fast food restaurant,4.1,74,1,Alabama,2021-11-30,1,190000.0,522000.0,1967,20576,5039877,Mediana
766,767,Subway,30.6921031,-88.0702074,Fast food restaurant,3.9,228,1,Alabama,2021-06-23,1,190000.0,522000.0,1967,20576,5039877,Mediana
769,770,Subway,30.8500219,-88.05879879999999,Fast food restaurant,3.7,35,1,Alabama,2021-12-16,1,190000.0,522000.0,1967,20576,5039877,Mediana
772,773,Subway,32.8374252,-85.7635209,Fast food restaurant,4.3,88,1,Alabama,2019-02-18,1,190000.0,522000.0,1967,20576,5039877,Mediana
796,797,Subway,34.6384072,-86.8433723,Fast food restaurant,3.9,147,1,Alabama,2020-10-15,1,190000.0,522000.0,1967,20576,5039877,Mediana
804,805,Subway,33.8659851,-86.2900009,Fast food restaurant,4.0,47,1,Alabama,2020-02-23,1,190000.0,522000.0,1967,20576,5039877,Mediana
807,808,Subway,33.9039801,-86.6205839,Fast food restaurant,3.8,78,1,Alabama,2020-08-12,1,190000.0,522000.0,1967,20576,5039877,Mediana
808,809,Subway,33.429388,-86.73008809999999,Fast food restaurant,4.5,68,1,Alabama,2021-12-22,1,190000.0,522000.0,1967,20576,5039877,Mediana
810,811,Subway,34.1715913,-86.8492239,Fast food restaurant,4.2,148,1,Alabama,2018-10-14,1,190000.0,522000.0,1967,20576,5039877,Mediana
812,813,Subway,32.5838964,-85.4382017,Fast food restaurant,4.1,28,1,Alabama,2020-09-04,1,190000.0,522000.0,1967,20576,5039877,Mediana
824,825,Subway,33.1795481,-86.6164768,Fast food restaurant,3.8,115,1,Alabama,2018-12-10,1,190000.0,522000.0,1967,20576,5039877,Mediana
831,832,Subway,31.0971141,-88.23669989999999,Fast food restaurant,4.0,68,1,Alabama,2017-07-16,1,190000.0,522000.0,1967,20576,5039877,Mediana
833,834,Subway,30.6918819,-88.0416846,Fast food restaurant,3.5,38,1,Alabama,2018-06-19,1,190000.0,522000.0,1967,20576,5039877,Mediana
863,864,Subway,32.6067255,-85.4866795,Fast food restaurant,3.7,171,1,Alabama,2019-05-17,1,190000.0,522000.0,1967,20576,5039877,Mediana
880,881,Subway,33.4815376,-87.070605,Fast food restaurant,4.5,88,1,Alabama,2021-10-22,1,190000.0,522000.0,1967,20576,5039877,Mediana
882,883,Subway,32.3478537,-86.0911443,Fast food restaurant,4.0,58,1,Alabama,2019-09-01,1,190000.0,522000.0,1967,20576,5039877,Mediana
886,887,Subway,34.5379517,-86.91092499999999,Fast food restaurant,3.6,34,1,Alabama,2020-05-13,1,190000.0,522000.0,1967,20576,5039877,Mediana
892,893,Subway,30.63937,-88.1870002,Fast food restaurant,3.8,28,1,Alabama,2018-02-25,1,190000.0,522000.0,1967,20576,5039877,Mediana
904,905,Subway,33.6978479,-86.6047327,Fast food restaurant,4.2,76,1,Alabama,2017-07-05,1,190000.0,522000.0,1967,20576,5039877,Mediana
918,919,Subway,31.6993808,-87.7768524,Fast food restaurant,4.2,15,1,Alabama,2021-01-15,1,190000.0,522000.0,1967,20576,5039877,Mediana
928,929,Subway,33.769619899999995,-86.4677119,Fast food restaurant,4.1,58,1,Alabama,2020-04-23,1,190000.0,522000.0,1967,20576,5039877,Mediana
932,933,Subway,34.2190202,-87.6215045,Fast food restaurant,4.0,128,1,Alabama,2018-07-02,1,190000.0,522000.0,1967,20576,5039877,Mediana
934,935,Subway,34.1589649,-87.4142863,Fast food restaurant,3.8,118,1,Alabama,2020-11-30,1,190000.0,522000.0,1967,20576,5039877,Mediana
939,940,Subway,31.4452031,-85.6507316,Fast food restaurant,4.0,38,1,Alabama,2020-01-25,1,190000.0,522000.0,1967,20576,5039877,Mediana
943,944,Subway,30.9516797,-87.855965,Fast food restaurant,3.7,36,1,Alabama,2020-10-28,1,190000.0,522000.0,1967,20576,5039877,Mediana
960,961,Subway,34.9405582,-86.5707874,Fast food restaurant,4.3,97,1,Alabama,2017-05-17,1,190000.0,522000.0,1967,20576,5039877,Mediana
979,980,Subway,33.472310799999995,-86.8197077,Fast food restaurant,3.5,94,1,Alabama,2017-02-26,1,190000.0,522000.0,1967,20576,5039877,Mediana
984,985,Subway,34.7538574,-86.7488819,Fast food restaurant,4.1,45,1,Alabama,2020-07-16,1,190000.0,522000.0,1967,20576,5039877,Mediana
989,990,Subway,34.7524,-87.66721749999999,Fast food restaurant,4.1,168,1,Alabama,2019-08-24,1,190000.0,522000.0,1967,20576,5039877,Mediana
991,992,Subway,32.3574387,-86.2836664,Fast food restaurant,3.8,58,1,Alabama,2021-07-13,1,190000.0,522000.0,1967,20576,5039877,Mediana
994,995,Subway,33.1009518,-86.8615808,Fast food restaurant,3.8,118,1,Alabama,2019-08-13,1,190000.0,522000.0,1967,20576,5039877,Mediana
1010,1011,Subway,34.773546,-87.6686732,Fast food restaurant,4.5,127,1,Alabama,2017-05-29,1,190000.0,522000.0,1967,20576,5039877,Mediana
1011,1012,Subway,31.4569781,-86.9620865,Fast food restaurant,3.6,47,1,Alabama,2019-06-28,1,190000.0,522000.0,1967,20576,5039877,Mediana
1014,1015,Subway,33.697503,-86.5217318,Fast food restaurant,4.2,88,1,Alabama,2017-05-21,1,190000.0,522000.0,1967,20576,5039877,Mediana
1017,1018,Subway,33.938652,-87.8362121,Fast food restaurant,4.3,68,1,Alabama,2017-06-06,1,190000.0,522000.0,1967,20576,5039877,Mediana
1050,1051,Subway,33.348276,-86.618668,Fast food restaurant,4.2,28,1,Alabama,2020-04-26,1,190000.0,522000.0,1967,20576,5039877,Mediana
1057,1058,Subway,31.4631586,-88.25204509999999,Fast food restaurant,4.4,28,1,Alabama,2019-05-13,1,190000.0,522000.0,1967,20576,5039877,Mediana
1070,1071,Subway,32.4302851,-87.0163603,Fast food restaurant,3.9,58,1,Alabama,2017-12-14,1,190000.0,522000.0,1967,20576,5039877,Mediana
1075,1076,Subway,32.9137259,-87.8674085,Fast food restaurant,3.0,44,1,Alabama,2021-06-11,1,190000.0,522000.0,1967,20576,5039877,Mediana
1082,1083,Subway,33.7579718,-87.0655108,Fast food restaurant,4.2,154,1,Alabama,2020-06-06,1,190000.0,522000.0,1967,20576,5039877,Mediana
1083,1084,Subway,31.2589914,-85.43299619999999,Fast food restaurant,4.0,58,1,Alabama,2018-01-15,1,190000.0,522000.0,1967,20576,5039877,Mediana
1085,1086,Subway,31.2460073,-85.4287353,Fast food restaurant,4.2,28,1,Alabama,2021-05-06,1,190000.0,522000.0,1967,20576,5039877,Mediana
1091,1092,Subway,34.6689121,-86.0066805,Fast food restaurant,3.6,28,1,Alabama,2017-11-13,1,190000.0,522000.0,1967,20576,5039877,Mediana
1094,1095,Subway,31.9955101,-87.2776641,Fast food restaurant,4.3,28,1,Alabama,2021-03-30,1,190000.0,522000.0,1967,20576,5039877,Mediana
1112,1113,Subway,32.5843999,-85.51833599999999,Fast food restaurant,3.9,78,1,Alabama,2018-06-03,1,190000.0,522000.0,1967,20576,5039877,Mediana
1121,1122,Subway,34.6528723,-86.03407729999999,Fast food restaurant,4.5,118,1,Alabama,2019-11-18,1,190000.0,522000.0,1967,20576,5039877,Mediana
1136,1137,Subway,33.1837271,-86.24774,Fast food restaurant,4.3,135,1,Alabama,2021-04-24,1,190000.0,522000.0,1967,20576,5039877,Mediana
1144,1145,Subway,33.9005559,-88.1350667,Fast food restaurant,4.2,63,1,Alabama,2021-10-10,1,190000.0,522000.0,1967,20576,5039877,Mediana
1150,1151,Subway,32.6235068,-88.2064869,Fast food restaurant,3.9,118,1,Alabama,2020-07-08,1,190000.0,522000.0,1967,20576,5039877,Mediana
1153,1154,Subway,33.3860418,-86.7402336,Fast food restaurant,3.7,35,1,Alabama,2017-07-25,1,190000.0,522000.0,1967,20576,5039877,Mediana
1155,1156,Subway,31.3131507,-85.71188219999999,Fast food restaurant,4.2,126,1,Alabama,2018-08-14,1,190000.0,522000.0,1967,20576,5039877,Mediana
1158,1159,Subway,31.3005782,-85.72561259999999,Fast food restaurant,4.4,68,1,Alabama,2019-08-26,1,190000.0,522000.0,1967,20576,5039877,Mediana
1170,1171,Subway,34.7106227,-86.60973349999999,Fast food restaurant,4.1,218,1,Alabama,2018-01-26,1,190000.0,522000.0,1967,20576,5039877,Mediana
1175,1176,Subway,34.6577582,-86.4863577,Fast food restaurant,3.7,34,1,Alabama,2017-08-04,1,190000.0,522000.0,1967,20576,5039877,Mediana
1194,1195,Subway,34.8538553,-87.6910042,Fast food restaurant,4.4,127,1,Alabama,2019-11-25,1,190000.0,522000.0,1967,20576,5039877,Mediana
1211,1212,Subway,34.6483042,-86.7410137,Fast food restaurant,4.0,78,1,Alabama,2020-10-10,1,190000.0,522000.0,1967,20576,5039877,Mediana
1214,1215,Subway,34.681309899999995,-87.4020407,Fast food restaurant,4.2,93,1,Alabama,2021-04-17,1,190000.0,522000.0,1967,20576,5039877,Mediana
1229,1230,Subway,33.6095113,-86.2770596,Fast food restaurant,3.6,57,1,Alabama,2019-11-26,1,190000.0,522000.0,1967,20576,5039877,Mediana
1244,1245,Subway,33.698282899999995,-86.681724,Fast food restaurant,4.2,87,1,Alabama,2021-01-27,1,190000.0,522000.0,1967,20576,5039877,Mediana
1248,1249,Subway,34.0764682,-86.5894199,Fast food restaurant,4.0,106,1,Alabama,2017-08-16,1,190000.0,522000.0,1967,20576,5039877,Mediana
1260,1261,Subway,30.8794888,-87.78252839999999,Fast food restaurant,3.4,88,1,Alabama,2017-02-22,1,190000.0,522000.0,1967,20576,5039877,Mediana
1273,1274,Subway,30.8859908,-87.7901207,Fast food restaurant,3.7,58,1,Alabama,2021-09-30,1,190000.0,522000.0,1967,20576,5039877,Mediana
1285,1286,Subway,31.9237487,-87.7389237,Fast food restaurant,3.9,77,1,Alabama,2017-10-15,1,190000.0,522000.0,1967,20576,5039877,Mediana
1289,1290,Subway,30.6891257,-88.1715428,Fast food restaurant,3.9,138,1,Alabama,2020-08-08,1,190000.0,522000.0,1967,20576,5039877,Mediana
1303,1304,Subway,31.5076374,-87.31777509999999,Fast food restaurant,4.4,98,1,Alabama,2019-05-22,1,190000.0,522000.0,1967,20576,5039877,Mediana
1315,1316,Subway,33.3138893,-85.74401979999999,Fast food restaurant,4.3,174,1,Alabama,2017-02-15,1,190000.0,522000.0,1967,20576,5039877,Mediana
1321,1322,Subway,33.9539433,-86.0409928,Fast food restaurant,3.7,48,1,Alabama,2018-10-06,1,190000.0,522000.0,1967,20576,5039877,Mediana
1323,1324,Subway,34.002078,-86.0046488,Fast food restaurant,4.2,158,1,Alabama,2017-12-09,1,190000.0,522000.0,1967,20576,5039877,Mediana
12,13,American Deli,32.5069811,-86.2123556,American restaurant,3.4,48,1,Alabama,2021-09-30,144,296000.0,551000.0,1989,181,5039877,Mediana
12,13,American Deli,32.5069811,-86.2123556,Fast food restaurant,3.4,48,1,Alabama,2021-09-30,144,296000.0,551000.0,1989,181,5039877,Mediana
280,281,American Deli,33.4660458,-86.9125076,American restaurant,4.2,68,1,Alabama,2019-08-02,144,296000.0,551000.0,1989,181,5039877,Mediana
420,421,American Deli,32.4591023,-86.391246,American restaurant,4.1,88,1,Alabama,2018-06-02,144,296000.0,551000.0,1989,181,5039877,Mediana
420,421,American Deli,32.4591023,-86.391246,Chicken wings restaurant,4.1,88,1,Alabama,2018-06-02,144,296000.0,551000.0,1989,181,5039877,Mediana
420,421,American Deli,32.4591023,-86.391246,Fast food restaurant,4.1,88,1,Alabama,2018-06-02,144,296000.0,551000.0,1989,181,5039877,Mediana
1133,1134,American Deli,33.5280262,-86.7174442,Chicken wings restaurant,4.0,328,1,Alabama,2019-04-08,144,296000.0,551000.0,1989,181,5039877,Mediana
1133,1134,American Deli,33.5280262,-86.7174442,American restaurant,4.0,328,1,Alabama,2019-04-08,144,296000.0,551000.0,1989,181,5039877,Mediana
1133,1134,American Deli,33.5280262,-86.7174442,Fast food restaurant,4.0,328,1,Alabama,2019-04-08,144,296000.0,551000.0,1989,181,5039877,Mediana
1238,1239,American Deli,32.6353322,-85.4241353,Chicken wings restaurant,3.0,54,1,Alabama,2017-12-29,144,296000.0,551000.0,1989,181,5039877,Mediana
1238,1239,American Deli,32.6353322,-85.4241353,American restaurant,3.0,54,1,Alabama,2017-12-29,144,296000.0,551000.0,1989,181,5039877,Mediana
1238,1239,American Deli,32.6353322,-85.4241353,Fast food restaurant,3.0,54,1,Alabama,2017-12-29,144,296000.0,551000.0,1989,181,5039877,Mediana
1267,1268,American Deli,33.437257599999995,-86.0800782,Chicken wings restaurant,4.3,68,1,Alabama,2021-10-13,144,296000.0,551000.0,1989,181,5039877,Mediana
1267,1268,American Deli,33.437257599999995,-86.0800782,American restaurant,4.3,68,1,Alabama,2021-10-13,144,296000.0,551000.0,1989,181,5039877,Mediana
1267,1268,American Deli,33.437257599999995,-86.0800782,Fast food restaurant,4.3,68,1,Alabama,2021-10-13,144,296000.0,551000.0,1989,181,5039877,Mediana
61,62,Planet Smoothie,33.4213192,-86.6996321,Juice shop,4.4,34,1,Alabama,2018-08-29,160,81000.0,447000.0,1995,152,5039877,Mediana
61,62,Planet Smoothie,33.4213192,-86.6996321,Health food restaurant,4.4,34,1,Alabama,2018-08-29,160,81000.0,447000.0,1995,152,5039877,Mediana
131,132,Planet Smoothie,34.7535019,-86.7506709,Juice shop,4.1,66,1,Alabama,2019-10-31,160,81000.0,447000.0,1995,152,5039877,Mediana
131,132,Planet Smoothie,34.7535019,-86.7506709,Health food restaurant,4.1,66,1,Alabama,2019-10-31,160,81000.0,447000.0,1995,152,5039877,Mediana
799,800,Planet Smoothie,30.257618,-87.63499999999999,Juice shop,4.9,25,1,Alabama,2017-05-12,160,81000.0,447000.0,1995,152,5039877,Mediana
799,800,Planet Smoothie,30.257618,-87.63499999999999,Health food restaurant,4.9,25,1,Alabama,2017-05-12,160,81000.0,447000.0,1995,152,5039877,Mediana
844,845,Planet Smoothie,33.509727,-86.807465,Juice shop,4.0,48,1,Alabama,2017-02-01,160,81000.0,447000.0,1995,152,5039877,Mediana
844,845,Planet Smoothie,33.509727,-86.807465,Health food restaurant,4.0,48,1,Alabama,2017-02-01,160,81000.0,447000.0,1995,152,5039877,Mediana
1149,1150,Planet Smoothie,33.480473,-86.77326,Juice shop,4.6,18,1,Alabama,2017-09-29,160,81000.0,447000.0,1995,152,5039877,Mediana
1149,1150,Planet Smoothie,33.480473,-86.77326,Health food restaurant,4.6,18,1,Alabama,2017-09-29,160,81000.0,447000.0,1995,152,5039877,Mediana
67,68,Hardee's,30.5233357,-87.8856777,Fast food restaurant,1.9,58,1,Alabama,2017-07-22,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
67,68,Hardee's,30.5233357,-87.8856777,Hamburger restaurant,1.9,58,1,Alabama,2017-07-22,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
338,339,Hardee's,34.8307626,-87.62776079999999,Fast food restaurant,3.4,18,1,Alabama,2017-08-14,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
338,339,Hardee's,34.8307626,-87.62776079999999,Hamburger restaurant,3.4,18,1,Alabama,2017-08-14,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
583,584,Hardee's,31.7200097,-85.8298059,Fast food restaurant,3.3,596,1,Alabama,2019-06-07,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
583,584,Hardee's,31.7200097,-85.8298059,Hamburger restaurant,3.3,596,1,Alabama,2019-06-07,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
590,591,Hardee's,31.7052987,-86.2645764,Fast food restaurant,3.5,467,1,Alabama,2019-04-27,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
590,591,Hardee's,31.7052987,-86.2645764,Hamburger restaurant,3.5,467,1,Alabama,2019-04-27,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
1139,1140,Hardee's,30.6397081,-88.1882928,Fast food restaurant,3.7,378,1,Alabama,2021-03-15,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
1139,1140,Hardee's,30.6397081,-88.1882928,Hamburger restaurant,3.7,378,1,Alabama,2021-03-15,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
1255,1256,Hardee's,32.594805,-88.18352209999999,Fast food restaurant,3.7,158,1,Alabama,2018-08-25,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
1255,1256,Hardee's,32.594805,-88.18352209999999,Hamburger restaurant,3.7,158,1,Alabama,2018-08-25,26,1300000.0,3440000.0,2013,1709,5039877,Mediana
